name,genre,summary,director,release_year,image_url
Jumbled,"Comedy, Drama, Family","The lives of a couple and a single desperate lady entangle in a story of deception, betrayal and revenge.",Saheed Apanpa,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
High Horse,Drama,"After comparing her uncouth husband with her neighbor, Brandy is prepared to end her relationship, but has she made the biggest mistake of her life?",Okey-Zubelu Okoh,2021,"https://m.media-amazon.com/images/M/MV5BZWU4OTFkZjItNmEyNS00Mzc0LWIzMmUtYjk1NWY3OWMwOTNmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR7,0,67,98_AL_.jpg"
True Betrayal,Drama,A woman's trust is totally shattered after she finds out that everybody around her has betrayed her.,Patience Oghre,2019,"https://m.media-amazon.com/images/M/MV5BMDBjMDUzMjAtZTc0NC00ZjMzLThlOTYtZGJkNDNkZGFlMDBhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Game of Chess,Drama,,Chris Eneaji Eneng,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Reaction,Drama,A serious medical diagnosis forces an astute man to take drastic measures to curb his wife's financial excesses in view of a likely turbulent future.,Pascal Amanfo,2020,"https://m.media-amazon.com/images/M/MV5BZTgyNTY0Y2UtZGYyZi00NzE2LWI0YjktYzExMGQyNWZkOGY2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Backline,Drama,A middle-aged man is forced to allow his career-driven wife to sidestep a marital duty.,Tope Alake,2019,"https://m.media-amazon.com/images/M/MV5BOTUxOGM1MTUtYzVlOS00NjkyLTllNDYtYTc2ZDg2OTI1Zjk1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
From a Distance,Romance,An artist switches roles with her assistant during an exhibition trip so they can both find their ideal men.,Emem Isong,2020,"https://m.media-amazon.com/images/M/MV5BZjZkNjUzNWUtNzUxYi00NzBlLWFhMWEtOTc4ZDdjOTIzOWFjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Ms Independent,Drama,"Successful and at the top of her career, Nene has to cope with a terminal illness, an egomaniac ex-boyfriend, and a subordinate .",Tokunbo Uba Ahmed,2019,"https://m.media-amazon.com/images/M/MV5BZTM4Zjk3NjgtZjdjMi00YzU0LTgyMjEtNThmNmY0NzJkNDBjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
His Queen,Drama,A betrothed woman is determined to find the cause of her lover's sudden negative attitude towards her and towards his own people.,Charles Uwagbai,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Boomerang,Drama,Twin sisters come to blows when one of them feels left out.,Dabby Chimere, 2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Imelda,Drama,,Ibrahim Yekini,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Grim,Drama,"Charles loses his job after settling down with his wife, Abigail. They decide to not have children, but Abigail soon gets pregnant.",Paul Iheanyichukwu Igwe,2021,"https://m.media-amazon.com/images/M/MV5BZWM1MTE1OTEtMzAyMS00YjA2LTg0NWYtNDdiY2YzODk5YTRiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR53,0,67,98_AL_.jpg"
Win a Heart,Romance,A struggling artist must win back the trust of a blind sculptor whose acquaintance revived his failing career.,Solomon Mac-Auley,2020,"https://m.media-amazon.com/images/M/MV5BZTc4ZGZiMTItMGIwMy00NGFmLThjNGMtMWI3YzRkMjk2ODM3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Crux,Drama,,Amara Angel Amuzuo, 2019,"https://m.media-amazon.com/images/M/MV5BMGMyZjA3ZTEtNTg3OS00ZDdkLWI2ODktYzVhM2JkOWQwMGVlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR2,0,67,98_AL_.jpg"
Closed Chapter,Drama,"She is caught in the euphoria of a world different from her reality, but is the grass actually greener on the other side?",Udezeh Onyinye,2022,"https://m.media-amazon.com/images/M/MV5BYjhhMDBmNjAtODBlNy00YzQ3LTkwZDctNWQxZWFlYmJiNTI2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR18,0,67,98_AL_.jpg"
Ba Ni (Mud Clan),Drama,A teenage orphan must defy an age long myth to regain freedom from a dreaded beggar Lord.,Daniel Ehimen,2022,"https://m.media-amazon.com/images/M/MV5BYTRhYTllYjItODJiMy00MzMyLWJmMWEtYmM0NDhmYTZmYzRmXkEyXkFqcGdeQXVyMTI4ODQ3NDQ1._V1_UY98_CR5,0,67,98_AL_.jpg"
The Pendulum,Drama,A young medical practitioner is haunted after fleeing an accident scene. There are other deep-rooted secrets she must reveal in order to set her path straight.,Aniedi Awah Noba,2021,"https://m.media-amazon.com/images/M/MV5BZGY5ZWJhMDgtNDdhMC00ZGFlLWJmNjEtMDUzN2M1YzJmNzIxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Table of Men,Drama,,Tissy Nnachi,2019,"https://m.media-amazon.com/images/M/MV5BYzhmNGExOGYtYTZiYS00NzkyLWI2N2YtMGZkN2FiZjMxMjQxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Blind Voice,Romance,"A radio presenter shares a strange connection with a blind listener. She jumps upon an opportunity to contact him, but her conflicted guardian stands in her way.",Tope Alake,2019,"https://m.media-amazon.com/images/M/MV5BZmZkODAxZjctMTYzZC00MDZiLTg5MmEtZDVmYjkwODIxZTljXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Stronger Than Pain,Drama,,Armani J. Armani,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Where Men Rule,Drama,A woman renounces her womanhood to preserve her paternal lineage.,Mykel Ajaere,2021,"https://m.media-amazon.com/images/M/MV5BYWViNmQzNDQtYjJjYS00NThjLWEzNDUtOWFkMTg0NDQxZTM2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Wild Wild Bayo,Comedy,"When Adeline is dumped by Kunle, she discovers that he's been cheating on her with two other women and is about to marry a third. She decides to team up with the other women to teach him a lesson.",Aniedi Awah Noba,2021,"https://m.media-amazon.com/images/M/MV5BYzQwNzViYTEtYjE0Ni00ZjQ0LTliMDctNzZkMTE3YzE4OWZlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR36,0,67,98_AL_.jpg"
Goodbye,Drama,,Matthew Ajallys, 2020,"https://m.media-amazon.com/images/M/MV5BZjU0MmY0OTctYWU1My00NmI1LWJhOTUtY2JhYTZiYzdhMTlkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Hit and Run,Fantasy,A ghost enlists the help of a young lady to expose his killer.,Daniel Oriahi, 2021,"https://m.media-amazon.com/images/M/MV5BN2RmNTI0MzMtMTgyMC00Yzg5LTkxYzQtODYwOGFhN2I0YjAxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Deep Silence,Drama,,Abiodun Olanrewaju,2022,"https://m.media-amazon.com/images/M/MV5BNTA3MTZmYzAtYzI4Ny00ZTdlLWEwZDItNDgzZDcxMzk1NDhkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Daughters of Donald,Comedy,"Chief Donald intends to spend the rest of his life in perfect celibacy. But his adventurous past eventually catches up with him, when he suddenly discovers he fathered many children with several women during the days of his youth.",Prince Xdon,2021,"https://m.media-amazon.com/images/M/MV5BNDAxMTI1NGYtYWIwOS00ZmYxLWI3OGMtMDdjZjhmMzhiNTRlXkEyXkFqcGdeQXVyMTEwOTgxNDg1._V1_UX67_CR0,0,67,98_AL_.jpg"
It's Complicated,Romance,Yemi's relationships always end in bad faith due to her fear of commitment and expressing her love.,Desmond Elliot,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Strive,Drama,An abused mother takes the blame for her husband's death to protect her children and will do anything to keep the family safe.,Chucks Nwali,2020,"https://m.media-amazon.com/images/M/MV5BOTY3MGU1NDctYjU3Yy00OTUwLWJlYjYtYjc3NTVkZTVmMjFiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR3,0,67,98_AL_.jpg"
Under the Carpet,Drama,A workaholic businessman with an ugly past forges a strange relationship with a beautiful club dancer.,Tope Alake,2021,"https://m.media-amazon.com/images/M/MV5BOTRiZGJjYmUtMTQ1YS00OThhLTk3NGUtNzNkZmQ2YTZiMTczXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
The Mirror,Fantasy,"An unsuspecting insurance agent buys a mysterious mirror that promises to grant her wishes, but there's always a catch.",Muyiwa Aluko, 2021,"https://m.media-amazon.com/images/M/MV5BZGVkOTcwZDEtZWY4NS00NTgxLWExODYtMTVkYTZjY2EyZDNkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Lockdown Palava,Comedy,,Samuel Ogunbiyi,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Square Peg,Drama,,Biodun Stephen,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Two Wrongs,Drama,Jennifer's style of revenge is different but has saved her from a lifetime of heartbreak and regret.,Daniel Oriahi,2020,"https://m.media-amazon.com/images/M/MV5BNzY3ZTk4ZTctY2RiNi00YTNmLTlmYjUtODUzN2IyY2MyYWZhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
5G Network,Drama,"Henry's later hatred for women was not without a cause. Like 5G Network, the movie is filled with network of events of reality.",Val Sunny Olisemeka,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Inheritance,Drama,Two heiresses to a business empire are in shock when their late father's entire wealth is willed to a stepbrother they know little about.,Chris Eneaji Eneng, 2019,"https://m.media-amazon.com/images/M/MV5BYjRjNjA0ODYtM2U5ZC00NzIwLThmZGUtYTk3YjMzMWZkOGVkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Simple People,Drama,A young police officer plots ways to pay back the evil done to him.,Daniel Oriahi,2020,"https://m.media-amazon.com/images/M/MV5BMjg4NmU1ZDktZDc5MS00YzkxLTgyMTctOTVjMDQwNjJiZTAzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
That One Time,Thriller,,Biodun Jimoh,2022,"https://m.media-amazon.com/images/M/MV5BMTBhNTFiYTUtOWIxOS00ZWNjLThlZGMtNTYyMGZmYTU1MmU0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Colours of Deceit,Drama,,Aniedi Awah Noba,2020,"https://m.media-amazon.com/images/M/MV5BZWNkYmNlYTItODMwZC00M2MxLTg2YzMtOGQzYTRhNmFmM2UxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Ogbo nke Ajuala,Mystery,"Urenwanyi out of frustration for not having a child, took an oath to sacrifice all her first unborn grandchildren. Unknown to her family, the children began to have miscarriages. Can God ...                See full summary »",Uzoma Sunday Logicman,2020,"https://m.media-amazon.com/images/M/MV5BYjYzZDE5NTktYmZmMy00NWJjLTgxZTMtOGM4NjQ0MDQ0ZWQwXkEyXkFqcGdeQXVyMTM1MzQxMjYz._V1_UY98_CR5,0,67,98_AL_.jpg"
Abused,Drama,"Even though the world sees her marriage to Nifemi as perfect, Itoro suffers constant abuse from her husband.",Austin Nnaemeka Soundmind,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Women,Drama,,Munachi Abii,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Legally Blunt,Drama,Guinevere discovers a dangerous secret about the man she is pressured into a relationship with.,Tissy Nnachi,2021,"https://m.media-amazon.com/images/M/MV5BMDkwN2Y1OGQtMTUwMy00MDg0LTllMzMtNzU0NjI2NzJjZTIzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Sheila,Drama,,Dele Ishola, 2019,"https://m.media-amazon.com/images/M/MV5BYzIxZDA1ZGQtMzQ1NC00ZjFhLWE1MzQtNjViN2M3YmY1OTk0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR3,0,67,98_AL_.jpg"
Twisting Knives,Drama,A woman discovers her husband has a secret family and everyone knows about it. She sets out to get her revenge.,Aniedi Awah Noba,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Sharo,Drama,"Torn between her father's ambition and her own happiness, Amina must choose between two men.",Derek Godfrey,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Tree,Drama,Eniola's constant nightmares could help reveal an evil committed many years ago.,God'spower Okoh,2022,"https://m.media-amazon.com/images/M/MV5BYTdjMDUxZmQtYTI5NC00NTkzLWE1ZjItNzc1ODVmMWU5Mzc3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Season of the Vow,Drama,"Ben pawns his dignity for a better chance at life, but fate will not permit him to exist without love.",Sobe Charles Umeh,2020,"https://m.media-amazon.com/images/M/MV5BNDE2NWY2NTctNWU5OS00YzhjLWI5ZjYtMTZlZjE5MzE0ZjM3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Never Saw It Coming,Drama,"Sam's life has spiraled downwards since his heartbreak back in school, then he meets Temi in unusual circumstances. Against his wishes, she draws him into a battle with her stepsister over inheritance.",Grace Edwin-Okon,2019,"https://m.media-amazon.com/images/M/MV5BNThmZDkyYWMtMTBhNy00NjczLWEyMzYtMDI3NTQ2ZTJlMmFkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Divorce,Drama,A playboy feels trapped when his ex-wife announces she's pregnant. Will nature give them a second chance or an epiphany?,Tope Alake,2020,"https://m.media-amazon.com/images/M/MV5BMWZiNTFjNDMtZDU1OC00NzI4LWI0YjYtMTMzY2U4MzJiYmEyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
The 3 Sides,Drama,"When a married man is murdered, it turns out there are three sides to the story.",Akin-Tijani Balogun,2022,"https://m.media-amazon.com/images/M/MV5BYzA5OGY1MDktNDk5MS00ZDQ0LWFkNmEtMGE0ZDdmMGJlNDYzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Clandestine,Drama,,Goodnews Erico Isika, 2021,"https://m.media-amazon.com/images/M/MV5BMDEzZjA2ZDUtMTkzNi00NzliLTgwNTUtOWNmYzY2YjEyNDY4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Drawing Strength,Drama,An award-winning architect has all the trappings of success but finds herself questioning her Christian faith.,Dimbo Atiya,2019,"https://m.media-amazon.com/images/M/MV5BYjZmZDE2NDUtMTg1Mi00NThmLWEwMGUtNzk0NGY5ZGMwY2Q3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Helping Out,Drama,,Chidi Anyanwu Chidox,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Turning Table,Drama,,Tissy Nnachi,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Stolen,Drama,"A queen gives her handmaid to her husband to ease the pressure of childlessness. The ambitious maid, however, has other plans.",Emeka Madu, 2019,"https://m.media-amazon.com/images/M/MV5BZjI1MjBlMmQtMmI5NC00ODgwLWE1ZTMtOGM4ZDU3NDhmZmNjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR2,0,67,98_AL_.jpg"
The State [Season 1],Drama,"The story of a State where school children were massively kidnapped by the act of terrorism, for the political interest of a man who threatened to make the State ungovernable, putting the stability of the State in a serious jeopardy.",Emeka Nnakihe,2019,"https://m.media-amazon.com/images/M/MV5BYTRjMjE3ZGEtMWU3NC00OGFiLWFjNDQtMzdiMjQyNmQxMjY2XkEyXkFqcGdeQXVyOTUwNTc4ODQ@._V1_UY98_CR3,0,67,98_AL_.jpg"
Royal Ghost,Drama,"In order to obtain his mother's approval, a young prince hires a maiden to impersonate his chosen bride.",Okey Chez Chinweze,2021,"https://m.media-amazon.com/images/M/MV5BNThjNGFlODEtMDE4YS00MWJhLWI4NjMtYmRiMmFkNjViYWJhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Annie,Drama,A suburban couple in search of a child are shocked when a young girl shows up on their doorstep and insists they are her parents.,Emmanuel Akaemeh, 2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
"To Love, to Forget","Drama, Romance",An aspiring actress finds love on her journey to stardom but she has to overcome the demon in her past to find happiness.,Austin Nwaolie,2021,"https://m.media-amazon.com/images/M/MV5BZDNiYWRjNWYtNzFjYy00MThlLWI4ZDMtNTUwZThjNjlhNWNhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
The Widow of Nkanu,Drama,"Muna, a king's betrothed who is left for dead by her friend, embarks on a quest for revenge.",Muyiwa Aluko,2021,"https://m.media-amazon.com/images/M/MV5BNTg2ZDk0ZGMtMjkwMy00ZmU3LTgyZWMtYWY3YzlhOWI4NzUwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR12,0,67,98_AL_.jpg"
Every Woman,Drama,,Tunde Ola Yussuf,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
When Love Hurts,Drama,"Unable to heal from an abusive relationship while she was young, Yetunde does the unthinkable to protect her daughter from suffering the same fate.",John Njamah,2020,"https://m.media-amazon.com/images/M/MV5BYWM5MzNhNmUtNzk5MS00YTA0LThkM2YtOWUzZjZmMjA2ZTIzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Game of Fate,Drama,,Emeka Amakeze,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Hell Cat,Drama,"Liz is loved by her husband, but her bad temper and aggressive behaviour proves to be a problem in her marriage.",Biodun Stephen,2019,"https://m.media-amazon.com/images/M/MV5BZTk3ZGJlZTktYzMyNC00N2QxLWE4NDYtYjE5MjkwYWMyMGZlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR4,0,67,98_AL_.jpg"
Enemy Within,Drama,,Bogunmbe Abiola Paul,2021,"https://m.media-amazon.com/images/M/MV5BZDVkYmZhMTAtMTIxYy00MDgxLWI0N2QtMWMwYWE0MjU3NDUyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR10,0,67,98_AL_.jpg"
Forever and a Day,"Drama, Romance","As a child, Charles was maltreated by his adopted mother which made him timid towards women. He must shake off this persona if he is to find love.",Charles Uwagbai, 2019,"https://m.media-amazon.com/images/M/MV5BOGNiNTBkMTItN2VlZS00NjhiLWI3OGItNzYzMWJkNzdjZjZlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
"Food, Love or Both",Romance,"It is a disaster waiting to happen when a carefree lady gets engaged to an obsessive, egoistic, sexist man.",Daniel Oriahi,2019,"https://m.media-amazon.com/images/M/MV5BZjNjZDk2YzEtZWE3NC00MDkwLWIyOGYtYWI5MDU4Y2E3ZTVkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Keeping Promise,Drama,A successful young woman battles with a life-altering ailment and bad luck with relationships.,Chinneylove Eze,2021,"https://m.media-amazon.com/images/M/MV5BMjRjOTFjNTQtYmZmYi00MDVjLWI4OWQtM2ZhMWIxZmQwZWI1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Feels Like Heaven,Drama,"After separation, a couple come to the realization that they cannot live without each other. Is love enough for a reconciliation?",Chris Eneaji Eneng,2019,"https://m.media-amazon.com/images/M/MV5BOTYxOGIxODItZDE1YS00MjcwLWFiMGItYzBiNmU0OGU0MzU2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Package Deal,Drama,"A man unwillingly marries a village girl who he later abandons to return to the city. During his short visit to the village, she comes across information that could explain his behaviour.",Daniel Oriahi,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
The Wingman,"Comedy, Romance","In order to woo a lady, a social misfit hires his brother who provides hookups services for men in need.",Simon Peacemaker,2020,"https://m.media-amazon.com/images/M/MV5BZjM1MjQ4Y2QtMzExOS00YWJmLTkwNjQtNWYxY2ZlY2FhMGJlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Ex-Husband,Romance,"Dami, a local makeup artist, tries to reconnect with her ex-husband, even after finding out about his engagement to her client.",Akin-Tijani Balogun,2019,"https://m.media-amazon.com/images/M/MV5BODJkOGQ4MTYtN2UyOC00YzQxLWI1YjgtNTdhNGIyZmVhODVkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Ete,Drama,,Muhydeen S. Ayinde,2021,"https://m.media-amazon.com/images/M/MV5BNDdkMDU5ODQtY2Y0ZS00ODYxLTgxYmYtNWI5ZWI1NTQxNWRjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Traffic,Drama,A young woman is forced to choose between her love life and a budding music career with her best friend.,Bukunmi Oluwashina,2020,"https://m.media-amazon.com/images/M/MV5BOWNmYjQ3MDEtZjYwOC00Mzc2LTg0YTItMzZmYWE0MDY2MzJmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Fading,Drama,A woman with a terminal illness tries to come to terms with her life and relationships before it's too late.,Shittu Taiwo,2019,"https://m.media-amazon.com/images/M/MV5BMzUzYzYxNGItMjRlOC00ODQ3LTgzZDktMGUyOTM2NDgzMTM5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Kissing the Ghost,Drama,Stephanie and Chidi's marriage goes dangerously awry when she lets her suspicions get the better of her.,Okey Ifeanyi,2020,"https://m.media-amazon.com/images/M/MV5BNmQwOGYzMzEtYTI1MS00YjQ4LWE0ZTUtMzMxODM1Yzg5MzNkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Olive,"Comedy, Romance",Character and intelligence will confront beauty and wealth when Olive embarks on a blind date.,Toka McBaror, 2019,"https://m.media-amazon.com/images/M/MV5BMDdjNmMzMWEtNmU0Yy00M2QzLTljMzUtY2Y4MjUyNDljNWZlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Mr. Increbidle,Drama,The lives of a couple whose marriage is threatened by the overwhelming pressure of bearing a child are changed when the husband's uncle comes to stay.,Diji Aderogba,2021,"https://m.media-amazon.com/images/M/MV5BN2YzZmY2ZDItNzEzZi00ODU3LTk3NTYtMTRmZTUyZWNiYjBkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Kingdom Legend,Drama,"As the Alaike kingdom faces potential doom, a young prince is taken on a perilous journey to gain the favour of the gods.",Charles Brain Nnoshiri,2020,"https://m.media-amazon.com/images/M/MV5BMTc3ODQ0ZDMtODBiZi00YWQwLWIyZTYtMGRjOTVlMGIyOGQwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Loud Shock,Drama,,Samuel Obiora,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
The Cab Ladies,Comedy,,Nellyann Chisom,2021,"https://m.media-amazon.com/images/M/MV5BNjA4MWMwZjYtMjE5Ni00MWU4LWEwOGEtYjc1Y2M2MTgyZjcxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
The Right Choice,Drama,A seamstress and her uncle are forced to make ends meet working for a self-centered and inconsiderate boss until fortune smiles upon them.,Chidi Anyanwu Chidox,2020,"https://m.media-amazon.com/images/M/MV5BNTVmOGYyZWQtZjQxYy00Nzk1LWE3MjMtNWExODY0MjE1OTdmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
She Devil,Drama,,Onesoul, 2019,"https://m.media-amazon.com/images/M/MV5BZDYzM2Y0MWUtNzE5YS00YTNjLWIxZDctZmZkNDJjZmUxMmQ5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR2,0,67,98_AL_.jpg"
Done with You,Romance,How long can Sheyi keep up an act to cover the one lie he told to trick his wife into marrying him?,Chris Eneaji Eneng,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Plight,Drama,A vow made with good intentions turns out to be the bane of a mother and wife. A seer must mediate between her and a god to find a way out.,Awal Abdulfatai Rahmat,2020,"https://m.media-amazon.com/images/M/MV5BZDg4OWMzMDYtOTYxZS00YWJmLTk3YWQtZmI1ZTNjNzJlZDA0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
A Date with My Husband,Drama,A woman unwittingly puts her marriage on the line when she fails to strike a balance between work and family.,Okey-Zubelu Okoh,2019,"https://m.media-amazon.com/images/M/MV5BZTI3NjRmNzItNWU0Ni00OWIyLWFhMTEtZGEzYzhkNjRlYTg1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Doubt,Drama,Rita and Maureen battle for their lives in the hands of a psychopath.,Ubong Bassey Nya, 2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Flawed,Drama,,Valentine Ngwube, 2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Marriage Pressure,Romance,,Ubong Bassey Nya,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Nro Iba,Drama,"Chike serves a seven-year prison sentence for his fiancee's crime, but what will happen when he is finally freed?",Shileola Ibironke,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Rust,Drama,A highly protective single mother wants the best for her only daughter.,Saheed Apanpa,2020,"https://m.media-amazon.com/images/M/MV5BMzE2NmZmOWMtZDI4Mi00OTcwLThkZjAtZDE3ZDA0Zjg3NWVmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
